            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2453979.295138889, A.D. 2006-Aug-31 19:05:00.0000, -4.459083166620613E+08,  9.288578724910432E+07, -3.988134046347305E+08,
2453980.295138889, A.D. 2006-Sep-01 19:05:00.0000, -4.454948223164697E+08,  8.997250263573755E+07, -3.988114969967811E+08,
2453981.295138889, A.D. 2006-Sep-02 19:05:00.0000, -4.450383035534973E+08,  8.704366437976542E+07, -3.988064586681277E+08,
2453982.295138889, A.D. 2006-Sep-03 19:05:00.0000, -4.445385335920568E+08,  8.409998369671434E+07, -3.987982768554452E+08,
2453983.295138889, A.D. 2006-Sep-04 19:05:00.0000, -4.439953069960412E+08,  8.114214745207989E+07, -3.987869356207725E+08,
2453984.295138889, A.D. 2006-Sep-05 19:05:00.0000, -4.434084333243756E+08,  7.817083128545159E+07, -3.987724225302985E+08,
2453985.295138889, A.D. 2006-Sep-06 19:05:00.0000, -4.427777282943783E+08,  7.518669711574703E+07, -3.987547257122368E+08,
2453986.295138889, A.D. 2006-Sep-07 19:05:00.0000, -4.421030081919944E+08,  7.219039395361608E+07, -3.987338347144766E+08,
2453987.295138889, A.D. 2006-Sep-08 19:05:00.0000, -4.413840834486095E+08,  6.918256176511037E+07, -3.987097401007376E+08,
2453988.295138889, A.D. 2006-Sep-09 19:05:00.0000, -4.406207530708840E+08,  6.616383805401281E+07, -3.986824315839263E+08,
2453989.295138889, A.D. 2006-Sep-10 19:05:00.0000, -4.398128079391559E+08,  6.313486659397984E+07, -3.986519008155401E+08,
2453990.295138889, A.D. 2006-Sep-11 19:05:00.0000, -4.389600299189792E+08,  6.009630405417103E+07, -3.986181371696756E+08,
2453991.295138889, A.D. 2006-Sep-12 19:05:00.0000, -4.380621986056011E+08,  5.704882496061438E+07, -3.985811284966791E+08,
2453992.295138889, A.D. 2006-Sep-13 19:05:00.0000, -4.371190974251801E+08,  5.399312353221086E+07, -3.985408609854689E+08,
2453993.295138889, A.D. 2006-Sep-14 19:05:00.0000, -4.361305177671209E+08,  5.092991302560234E+07, -3.984973181031579E+08,
2453994.295138889, A.D. 2006-Sep-15 19:05:00.0000, -4.350962667082648E+08,  4.785992434992036E+07, -3.984504841678096E+08,
2453995.295138889, A.D. 2006-Sep-16 19:05:00.0000, -4.340161659697075E+08,  4.478390326650059E+07, -3.984003411520750E+08,
2453996.295138889, A.D. 2006-Sep-17 19:05:00.0000, -4.328900548483877E+08,  4.170260825889322E+07, -3.983468700307515E+08,
2453997.295138889, A.D. 2006-Sep-18 19:05:00.0000, -4.317177903236009E+08,  3.861680841471067E+07, -3.982900500778711E+08,
2453998.295138889, A.D. 2006-Sep-19 19:05:00.0000, -4.304992507076982E+08,  3.552728194695795E+07, -3.982298617108307E+08,
2453999.295138889, A.D. 2006-Sep-20 19:05:00.0000, -4.292343332759928E+08,  3.243481433372641E+07, -3.981662838955742E+08,
2454000.295138889, A.D. 2006-Sep-21 19:05:00.0000, -4.279229557585316E+08,  2.934019690904135E+07, -3.980992951836941E+08,
2454001.295138889, A.D. 2006-Sep-22 19:05:00.0000, -4.265650567268673E+08,  2.624422535072175E+07, -3.980288738036492E+08,
2454002.295138889, A.D. 2006-Sep-23 19:05:00.0000, -4.251605946922289E+08,  2.314769804893619E+07, -3.979549966621158E+08,
2454003.295138889, A.D. 2006-Sep-24 19:05:00.0000, -4.237095520873073E+08,  2.005141476333311E+07, -3.978776430403801E+08,
2454004.295138889, A.D. 2006-Sep-25 19:05:00.0000, -4.222119313602736E+08,  1.695617476115566E+07, -3.977967910907907E+08,
2454005.295138889, A.D. 2006-Sep-26 19:05:00.0000, -4.206677561268507E+08,  1.386277529652631E+07, -3.977124191850854E+08,
2454006.295138889, A.D. 2006-Sep-27 19:05:00.0000, -4.190770698196387E+08,  1.077200995962185E+07, -3.976245050277465E+08,
2454007.295138889, A.D. 2006-Sep-28 19:05:00.0000, -4.174399383833179E+08,  7.684667095281154E+06, -3.975330287034187E+08,
2454008.295138889, A.D. 2006-Sep-29 19:05:00.0000, -4.157564469095045E+08,  4.601527873335719E+06, -3.974379701508771E+08,
2454009.295138889, A.D. 2006-Sep-30 19:05:00.0000, -4.140266994213628E+08,  1.523364221985996E+06, -3.973393099118705E+08,
2454010.295138889, A.D. 2006-Oct-01 19:05:00.0000, -4.122508149369699E+08, -1.549073599177301E+06, -3.972370309910491E+08,
2454011.295138889, A.D. 2006-Oct-02 19:05:00.0000, -4.104289351303685E+08, -4.615018882961124E+06, -3.971311125215062E+08,
2454012.295138889, A.D. 2006-Oct-03 19:05:00.0000, -4.085612070476276E+08, -7.673752083306015E+06, -3.970215402930138E+08,
2454013.295138889, A.D. 2006-Oct-04 19:05:00.0000, -4.066477871031345E+08, -1.072456063528523E+07, -3.969083001556357E+08,
2454014.295138889, A.D. 2006-Oct-05 19:05:00.0000, -4.046888320890570E+08, -1.376674833550480E+07, -3.967913786736035E+08,
2454015.295138889, A.D. 2006-Oct-06 19:05:00.0000, -4.026844937920904E+08, -1.679963149010919E+07, -3.966707630883281E+08,
2454016.295138889, A.D. 2006-Oct-07 19:05:00.0000, -4.006349142832534E+08, -1.982253228472058E+07, -3.965464398079697E+08,
2454017.295138889, A.D. 2006-Oct-08 19:05:00.0000, -3.985402285688173E+08, -2.283477091099040E+07, -3.964183966720613E+08,
2454018.295138889, A.D. 2006-Oct-09 19:05:00.0000, -3.964005646159705E+08, -2.583565814850764E+07, -3.962866190311705E+08,
2454019.295138889, A.D. 2006-Oct-10 19:05:00.0000, -3.942160498863825E+08, -2.882449065307993E+07, -3.961510898788394E+08,
2454020.295138889, A.D. 2006-Oct-11 19:05:00.0000, -3.919868201067669E+08, -3.180054961526005E+07, -3.960117917915604E+08,
2454021.295138889, A.D. 2006-Oct-12 19:05:00.0000, -3.897130229341161E+08, -3.476310182891978E+07, -3.958687048876519E+08,
2454022.295138889, A.D. 2006-Oct-13 19:05:00.0000, -3.873948227217783E+08, -3.771140248413257E+07, -3.957218077321603E+08,
2454023.295138889, A.D. 2006-Oct-14 19:05:00.0000, -3.850324022555104E+08, -4.064469829515304E+07, -3.955710769434324E+08,
2454024.295138889, A.D. 2006-Oct-15 19:05:00.0000, -3.826259665378721E+08, -4.356223068383995E+07, -3.954164901574597E+08,
2454025.295138889, A.D. 2006-Oct-16 19:05:00.0000, -3.801756753760247E+08, -4.646310016390051E+07, -3.952581019658484E+08,
2454026.295138889, A.D. 2006-Oct-17 19:05:00.0000, -3.776819049515404E+08, -4.934682068520026E+07, -3.950957282905658E+08,
2454027.295138889, A.D. 2006-Oct-18 19:05:00.0000, -3.751448558332996E+08, -5.221249051188432E+07, -3.949294249255397E+08,
2454028.295138889, A.D. 2006-Oct-19 19:05:00.0000, -3.725648152280357E+08, -5.505934866878365E+07, -3.947591665291544E+08,
2454029.295138889, A.D. 2006-Oct-20 19:05:00.0000, -3.699420914015417E+08, -5.788663712362242E+07, -3.945849275212016E+08,
2454030.295138889, A.D. 2006-Oct-21 19:05:00.0000, -3.672770124940667E+08, -6.069360199819416E+07, -3.944066807070537E+08,
2454031.295138889, A.D. 2006-Oct-22 19:05:00.0000, -3.645699309579957E+08, -6.347949583870283E+07, -3.942244019982389E+08,
2454032.295138889, A.D. 2006-Oct-23 19:05:00.0000, -3.618212191492966E+08, -6.624357872897604E+07, -3.940380659162465E+08,
2454033.295138889, A.D. 2006-Oct-24 19:05:00.0000, -3.590312433557542E+08, -6.898516717272460E+07, -3.938476634522165E+08,
2454034.295138889, A.D. 2006-Oct-25 19:05:00.0000, -3.562004699343448E+08, -7.170344761384410E+07, -3.936531366247829E+08,
2454035.295138889, A.D. 2006-Oct-26 19:05:00.0000, -3.533293063568127E+08, -7.439776329322925E+07, -3.934544784683812E+08,
2454036.295138889, A.D. 2006-Oct-27 19:05:00.0000, -3.504182035723748E+08, -7.706742473444113E+07, -3.932516656405407E+08,
2454037.295138889, A.D. 2006-Oct-28 19:05:00.0000, -3.474676286334752E+08, -7.971175977205259E+07, -3.930446756334988E+08,
2454038.295138889, A.D. 2006-Oct-29 19:05:00.0000, -3.444780614928482E+08, -8.233011502331290E+07, -3.928334858273656E+08,
2454039.295138889, A.D. 2006-Oct-30 19:05:00.0000, -3.414499951130726E+08, -8.492185797365937E+07, -3.926180769545611E+08,
2454040.295138889, A.D. 2006-Oct-31 19:05:00.0000, -3.383839285929597E+08, -8.748637711954884E+07, -3.923984294771965E+08,
2454041.295138889, A.D. 2006-Nov-01 19:05:00.0000, -3.352804668330344E+08, -9.002309722888424E+07, -3.921744321197062E+08,
2454042.295138889, A.D. 2006-Nov-02 19:05:00.0000, -3.321399039660594E+08, -9.253141580386187E+07, -3.919462535028921E+08,
2454043.295138889, A.D. 2006-Nov-03 19:05:00.0000, -3.289628376762927E+08, -9.501079358940484E+07, -3.917137832405708E+08,
2454044.295138889, A.D. 2006-Nov-04 19:05:00.0000, -3.257497528386717E+08, -9.746068441856566E+07, -3.914770035934788E+08,
2454045.295138889, A.D. 2006-Nov-05 19:05:00.0000, -3.225011247669952E+08, -9.988054450642827E+07, -3.912358952362673E+08,
2454046.295138889, A.D. 2006-Nov-06 19:05:00.0000, -3.192174247450681E+08, -1.022698267058328E+08, -3.909904395305000E+08,
2454047.295138889, A.D. 2006-Nov-07 19:05:00.0000, -3.158991227340747E+08, -1.046279753589233E+08, -3.907406146816531E+08,
2454048.295138889, A.D. 2006-Nov-08 19:05:00.0000, -3.125466944126280E+08, -1.069544251082831E+08, -3.904863962912148E+08,
2454049.295138889, A.D. 2006-Nov-09 19:05:00.0000, -3.091606290594273E+08, -1.092486029535479E+08, -3.902277601129184E+08,
2454050.295138889, A.D. 2006-Nov-10 19:05:00.0000, -3.057414312047507E+08, -1.115099304921082E+08, -3.899646792742911E+08,
2454051.295138889, A.D. 2006-Nov-11 19:05:00.0000, -3.022896235265285E+08, -1.137378277295444E+08, -3.896971253859282E+08,
2454052.295138889, A.D. 2006-Nov-12 19:05:00.0000, -2.988057490471363E+08, -1.159317169220081E+08, -3.894250706249177E+08,
2454053.295138889, A.D. 2006-Nov-13 19:05:00.0000, -2.952903691852699E+08, -1.180910245822632E+08, -3.891484855948965E+08,
2454054.295138889, A.D. 2006-Nov-14 19:05:00.0000, -2.917440635997707E+08, -1.202151835706994E+08, -3.888673398862174E+08,
2454055.295138889, A.D. 2006-Nov-15 19:05:00.0000, -2.881674315245105E+08, -1.223036352666103E+08, -3.885816045964546E+08,
2454056.295138889, A.D. 2006-Nov-16 19:05:00.0000, -2.845610891177265E+08, -1.243558297855300E+08, -3.882912493539841E+08,
2454057.295138889, A.D. 2006-Nov-17 19:05:00.0000, -2.809256699802323E+08, -1.263712272976896E+08, -3.879962432169160E+08,
2454058.295138889, A.D. 2006-Nov-18 19:05:00.0000, -2.772618266546645E+08, -1.283492998634869E+08, -3.876965567355656E+08,
2454059.295138889, A.D. 2006-Nov-19 19:05:00.0000, -2.735702287678729E+08, -1.302895320864600E+08, -3.873921594328776E+08,
2454060.295138889, A.D. 2006-Nov-20 19:05:00.0000, -2.698513933455792E+08, -1.321912923127994E+08, -3.870831854737449E+08,
2454061.295138889, A.D. 2006-Nov-21 19:05:00.0000, -2.661063679874967E+08, -1.340543521203888E+08, -3.867692764068373E+08,
2454062.295138889, A.D. 2006-Nov-22 19:05:00.0000, -2.623357017113709E+08, -1.358781226683804E+08, -3.864505676879489E+08,
2454063.295138889, A.D. 2006-Nov-23 19:05:00.0000, -2.585401299300056E+08, -1.376621606099963E+08, -3.861270303714623E+08,
2454064.295138889, A.D. 2006-Nov-24 19:05:00.0000, -2.547204013861700E+08, -1.394060465327435E+08, -3.857986379178864E+08,
2454065.295138889, A.D. 2006-Nov-25 19:05:00.0000, -2.508772733514098E+08, -1.411093854624214E+08, -3.854653634917095E+08,
2454066.295138889, A.D. 2006-Nov-26 19:05:00.0000, -2.470115089575632E+08, -1.427718080256656E+08, -3.851271809634093E+08,
2454067.295138889, A.D. 2006-Nov-27 19:05:00.0000, -2.431238747414392E+08, -1.443929711422234E+08, -3.847840666226732E+08,
2454068.295138889, A.D. 2006-Nov-28 19:05:00.0000, -2.392151350914683E+08, -1.459725561964999E+08, -3.844359962550374E+08,
2454069.295138889, A.D. 2006-Nov-29 19:05:00.0000, -2.352860492099403E+08, -1.475102675832349E+08, -3.840829459037842E+08,
2454070.295138889, A.D. 2006-Nov-30 19:05:00.0000, -2.313373690265346E+08, -1.490058305031793E+08, -3.837248935334264E+08,
2454071.295138889, A.D. 2006-Dec-01 19:05:00.0000, -2.273699769912322E+08, -1.504592614784088E+08, -3.833616264999594E+08,
2454072.295138889, A.D. 2006-Dec-02 19:05:00.0000, -2.233843139436967E+08, -1.518697660310250E+08, -3.829934989448798E+08,
2454073.295138889, A.D. 2006-Dec-03 19:05:00.0000, -2.193812431614675E+08, -1.532373719571945E+08, -3.826202971905577E+08,
2454074.295138889, A.D. 2006-Dec-04 19:05:00.0000, -2.153614740131673E+08, -1.545618368533293E+08, -3.822419942120708E+08,
2454075.295138889, A.D. 2006-Dec-05 19:05:00.0000, -2.113257127071618E+08, -1.558429156071897E+08, -3.818585611993003E+08,
2454076.295138889, A.D. 2006-Dec-06 19:05:00.0000, -2.072746685675631E+08, -1.570803599231086E+08, -3.814699688686255E+08,
2454077.295138889, A.D. 2006-Dec-07 19:05:00.0000, -2.032090576383773E+08, -1.582739184803990E+08, -3.810761850153232E+08,
2454078.295138889, A.D. 2006-Dec-08 19:05:00.0000, -1.991296069750494E+08, -1.594233400805010E+08, -3.806771757199863E+08,
2454079.295138889, A.D. 2006-Dec-09 19:05:00.0000, -1.950370579855933E+08, -1.605283780124657E+08, -3.802729079102795E+08,
2454080.295138889, A.D. 2006-Dec-10 19:05:00.0000, -1.909321652463326E+08, -1.615887919401038E+08, -3.798633461607122E+08,
2454081.295138889, A.D. 2006-Dec-11 19:05:00.0000, -1.868156972185211E+08, -1.626043514409726E+08, -3.794484548466567E+08,
2454082.295138889, A.D. 2006-Dec-12 19:05:00.0000, -1.826884354569136E+08, -1.635748379949998E+08, -3.790281982440886E+08,
2454083.295138889, A.D. 2006-Dec-13 19:05:00.0000, -1.785511736158194E+08, -1.645000463000509E+08, -3.786025404267982E+08,
2454084.295138889, A.D. 2006-Dec-14 19:05:00.0000, -1.744047170462779E+08, -1.653797854763454E+08, -3.781714458728853E+08,
2454085.295138889, A.D. 2006-Dec-15 19:05:00.0000, -1.702498815658655E+08, -1.662138791372249E+08, -3.777348777738338E+08,
2454086.295138889, A.D. 2006-Dec-16 19:05:00.0000, -1.660874938877199E+08, -1.670021668323451E+08, -3.772927993119500E+08,
2454087.295138889, A.D. 2006-Dec-17 19:05:00.0000, -1.619183925029643E+08, -1.677445061291964E+08, -3.768451757054839E+08,
2454088.295138889, A.D. 2006-Dec-18 19:05:00.0000, -1.577434259180445E+08, -1.684407726578080E+08, -3.763919706079491E+08,
2454089.295138889, A.D. 2006-Dec-19 19:05:00.0000, -1.535634530343037E+08, -1.690908631272132E+08, -3.759331482202415E+08,
2454090.295138889, A.D. 2006-Dec-20 19:05:00.0000, -1.493793425697289E+08, -1.696946984809169E+08, -3.754686749372535E+08,
2454091.295138889, A.D. 2006-Dec-21 19:05:00.0000, -1.451919723831190E+08, -1.702522688237713E+08, -3.749984980649408E+08,
2454092.295138889, A.D. 2006-Dec-22 19:05:00.0000, -1.410022160571884E+08, -1.707634609226051E+08, -3.745226217021276E+08,
2454093.295138889, A.D. 2006-Dec-23 19:05:00.0000, -1.368109555295186E+08, -1.712283233189133E+08, -3.740409960207359E+08,
2454094.295138889, A.D. 2006-Dec-24 19:05:00.0000, -1.326190647605252E+08, -1.716468890495489E+08, -3.735535894762882E+08,
2454095.295138889, A.D. 2006-Dec-25 19:05:00.0000, -1.284274087272828E+08, -1.720192190468118E+08, -3.730603716212263E+08,
2454096.295138889, A.D. 2006-Dec-26 19:05:00.0000, -1.242368400086249E+08, -1.723453998235935E+08, -3.725613137910735E+08,
2454097.295138889, A.D. 2006-Dec-27 19:05:00.0000, -1.200481950168689E+08, -1.726255385133182E+08, -3.720563859717752E+08,
2454098.295138889, A.D. 2006-Dec-28 19:05:00.0000, -1.158622926572937E+08, -1.728597589452988E+08, -3.715455571363477E+08,
2454099.295138889, A.D. 2006-Dec-29 19:05:00.0000, -1.116799349936246E+08, -1.730481986403958E+08, -3.710287980407152E+08,
2454100.295138889, A.D. 2006-Dec-30 19:05:00.0000, -1.075019068315226E+08, -1.731910025868307E+08, -3.705060768449892E+08,
2454101.295138889, A.D. 2006-Dec-31 19:05:00.0000, -1.033289778679105E+08, -1.732883192740383E+08, -3.699773587288191E+08,
2454102.295138889, A.D. 2007-Jan-01 19:05:00.0000, -9.916185076390031E+07, -1.733403854060486E+08, -3.694425870686386E+08,
2454103.295138889, A.D. 2007-Jan-02 19:05:00.0000, -9.500139030883923E+07, -1.733471779399871E+08, -3.689017716375477E+08,
2454104.295138889, A.D. 2007-Jan-03 19:05:00.0000, -9.084828741582766E+07, -1.733089320514589E+08, -3.683548497639131E+08,
2454105.295138889, A.D. 2007-Jan-04 19:05:00.0000, -8.670329148336108E+07, -1.732257972608618E+08, -3.678017832719153E+08,
2454106.295138889, A.D. 2007-Jan-05 19:05:00.0000, -8.256715518243365E+07, -1.730979244086646E+08, -3.672425305197501E+08,
2454107.295138889, A.D. 2007-Jan-06 19:05:00.0000, -7.844063690982193E+07, -1.729254696737669E+08, -3.666770491668833E+08,
2454108.295138889, A.D. 2007-Jan-07 19:05:00.0000, -7.432450178909788E+07, -1.727085981275330E+08, -3.661052978459579E+08,
2454109.295138889, A.D. 2007-Jan-08 19:05:00.0000, -7.021952066954698E+07, -1.724474846185774E+08, -3.655272329385710E+08,
2454110.295138889, A.D. 2007-Jan-09 19:05:00.0000, -6.612646980413561E+07, -1.721423166526952E+08, -3.649428107610247E+08,
2454111.295138889, A.D. 2007-Jan-10 19:05:00.0000, -6.204613019350866E+07, -1.717932963955707E+08, -3.643519890860086E+08,
2454112.295138889, A.D. 2007-Jan-11 19:05:00.0000, -5.797928612623604E+07, -1.714006400364158E+08, -3.637547239865059E+08,
2454113.295138889, A.D. 2007-Jan-12 19:05:00.0000, -5.392676302338601E+07, -1.709644900659463E+08, -3.631509999773117E+08,
2454114.295138889, A.D. 2007-Jan-13 19:05:00.0000, -4.988927381941500E+07, -1.704852744045583E+08, -3.625407169943623E+08,
2454115.295138889, A.D. 2007-Jan-14 19:05:00.0000, -4.586765039349741E+07, -1.699631676555175E+08, -3.619238607837625E+08,
2454116.295138889, A.D. 2007-Jan-15 19:05:00.0000, -4.186268789836397E+07, -1.693984528637108E+08, -3.613003874655976E+08,
2454117.295138889, A.D. 2007-Jan-16 19:05:00.0000, -3.787518399531700E+07, -1.687914346730523E+08, -3.606702561454020E+08,
2454118.295138889, A.D. 2007-Jan-17 19:05:00.0000, -3.390593715717300E+07, -1.681424396478592E+08, -3.600334244893095E+08,
2454119.295138889, A.D. 2007-Jan-18 19:05:00.0000, -2.995574470151400E+07, -1.674518201133564E+08, -3.593898514176289E+08,
2454120.295138889, A.D. 2007-Jan-19 19:05:00.0000, -2.602539924836812E+07, -1.667199569601107E+08, -3.587394984152970E+08,
2454121.295138889, A.D. 2007-Jan-20 19:05:00.0000, -2.211568349421061E+07, -1.659472591666496E+08, -3.580823262422659E+08,
2454122.295138889, A.D. 2007-Jan-21 19:05:00.0000, -1.822736483882948E+07, -1.651341639786925E+08, -3.574182969640408E+08,
2454123.295138889, A.D. 2007-Jan-22 19:05:00.0000, -1.436119026609992E+07, -1.642811343755647E+08, -3.567473745714422E+08,
2454124.295138889, A.D. 2007-Jan-23 19:05:00.0000, -1.051788235831933E+07, -1.633886528603543E+08, -3.560695213330242E+08,
2454125.295138889, A.D. 2007-Jan-24 19:05:00.0000, -6.698137617698865E+06, -1.624572167967100E+08, -3.553846994522477E+08,
2454126.295138889, A.D. 2007-Jan-25 19:05:00.0000, -2.902626774798798E+06, -1.614873333785284E+08, -3.546928718211735E+08,
2454127.295138889, A.D. 2007-Jan-26 19:05:00.0000,  8.680034112196646E+05, -1.604795132713053E+08, -3.539939981774846E+08,
2454128.295138889, A.D. 2007-Jan-27 19:05:00.0000,  4.613127174989252E+06, -1.594342679681824E+08, -3.532880369731411E+08,
2454129.295138889, A.D. 2007-Jan-28 19:05:00.0000,  8.332136302080953E+06, -1.583521080222855E+08, -3.525749466246420E+08,
2454130.295138889, A.D. 2007-Jan-29 19:05:00.0000,  1.202443654665788E+07, -1.572335403574922E+08, -3.518546823744183E+08,
2454131.295138889, A.D. 2007-Jan-30 19:05:00.0000,  1.568944413509760E+07, -1.560790682670330E+08, -3.511271970347478E+08,
2454132.295138889, A.D. 2007-Jan-31 19:05:00.0000,  1.932658266851053E+07, -1.548891935364524E+08, -3.503924446522081E+08,
2454133.295138889, A.D. 2007-Feb-01 19:05:00.0000,  2.293528022101918E+07, -1.536644156281270E+08, -3.496503759669750E+08,
2454134.295138889, A.D. 2007-Feb-02 19:05:00.0000,  2.651496728315236E+07, -1.524052343609601E+08, -3.489009404717025E+08,
2454135.295138889, A.D. 2007-Feb-03 19:05:00.0000,  3.006507551187179E+07, -1.511121530318219E+08, -3.481440887409166E+08,
2454136.295138889, A.D. 2007-Feb-04 19:05:00.0000,  3.358503686052877E+07, -1.497856789729161E+08, -3.473797687513806E+08,
2454137.295138889, A.D. 2007-Feb-05 19:05:00.0000,  3.707428382483974E+07, -1.484263267201204E+08, -3.466079285932131E+08,
2454138.295138889, A.D. 2007-Feb-06 19:05:00.0000,  4.053225007037017E+07, -1.470346202002634E+08, -3.458285177409394E+08,
2454139.295138889, A.D. 2007-Feb-07 19:05:00.0000,  4.395837085421994E+07, -1.456110925015554E+08, -3.450414836686847E+08,
2454140.295138889, A.D. 2007-Feb-08 19:05:00.0000,  4.735208404803436E+07, -1.441562877498897E+08, -3.442467742557706E+08,
2454141.295138889, A.D. 2007-Feb-09 19:05:00.0000,  5.071283089473775E+07, -1.426707621861614E+08, -3.434443389020236E+08,
2454142.295138889, A.D. 2007-Feb-10 19:05:00.0000,  5.404005598381907E+07, -1.411550833528714E+08, -3.426341252759238E+08,
2454143.295138889, A.D. 2007-Feb-11 19:05:00.0000,  5.733320780252206E+07, -1.396098319007165E+08, -3.418160819571702E+08,
2454144.295138889, A.D. 2007-Feb-12 19:05:00.0000,  6.059173894117617E+07, -1.380356029105641E+08, -3.409901590364440E+08,
2454145.295138889, A.D. 2007-Feb-13 19:05:00.0000,  6.381510600303494E+07, -1.364330064273167E+08, -3.401563055164804E+08,
2454146.295138889, A.D. 2007-Feb-14 19:05:00.0000,  6.700277071006586E+07, -1.348026700647543E+08, -3.393144704234626E+08,
2454147.295138889, A.D. 2007-Feb-15 19:05:00.0000,  7.015420271785696E+07, -1.331452431030429E+08, -3.384646068678269E+08,
2454148.295138889, A.D. 2007-Feb-16 19:05:00.0000,  7.326888229279105E+07, -1.314613967069479E+08, -3.376066670484026E+08,
2454149.295138889, A.D. 2007-Feb-17 19:05:00.0000,  7.634630594588329E+07, -1.297518259224756E+08, -3.367406045774133E+08,
2454150.295138889, A.D. 2007-Feb-18 19:05:00.0000,  7.938599254518384E+07, -1.280172484440692E+08, -3.358663740487522E+08,
2454151.295138889, A.D. 2007-Feb-19 19:05:00.0000,  8.238748906825528E+07, -1.262584006048941E+08, -3.349839303270257E+08,
2454152.295138889, A.D. 2007-Feb-20 19:05:00.0000,  8.535037460658833E+07, -1.244760312351220E+08, -3.340932283354695E+08,
2454153.295138889, A.D. 2007-Feb-21 19:05:00.0000,  8.827426126761056E+07, -1.226708941464587E+08, -3.331942220801913E+08,
2454154.295138889, A.D. 2007-Feb-22 19:05:00.0000,  9.115879217558630E+07, -1.208437413254997E+08, -3.322868641655033E+08,
2454155.295138889, A.D. 2007-Feb-23 19:05:00.0000,  9.400363738701941E+07, -1.189953179152725E+08, -3.313711054897046E+08,
2454156.295138889, A.D. 2007-Feb-24 19:05:00.0000,  9.680848898313449E+07, -1.171263594123068E+08, -3.304468951686446E+08,
2454157.295138889, A.D. 2007-Feb-25 19:05:00.0000,  9.957305635957687E+07, -1.152375907783799E+08, -3.295141806152178E+08,
2454158.295138889, A.D. 2007-Feb-26 19:05:00.0000,  1.022970621746027E+08, -1.133297267557100E+08, -3.285729074165729E+08,
2454159.295138889, A.D. 2007-Feb-27 19:05:00.0000,  1.049802393357048E+08, -1.114034731352431E+08, -3.276230198674153E+08,
2454160.295138889, A.D. 2007-Feb-28 19:05:00.0000,  1.076223286282526E+08, -1.094595282161508E+08, -3.266644610844882E+08,
2454161.295138889, A.D. 2007-Mar-01 19:05:00.0000,  1.102230508520620E+08, -1.074985905959408E+08, -3.256971807491486E+08,
2454162.295138889, A.D. 2007-Mar-02 19:05:00.0000,  1.127822094427548E+08, -1.055213368989192E+08, -3.247211050270370E+08,
2454163.295138889, A.D. 2007-Mar-03 19:05:00.0000,  1.152995345791318E+08, -1.035284584658805E+08, -3.237361820509646E+08,
2454164.295138889, A.D. 2007-Mar-04 19:05:00.0000,  1.177747856556912E+08, -1.015206405104182E+08, -3.227423521583524E+08,
2454165.295138889, A.D. 2007-Mar-05 19:05:00.0000,  1.202077255687481E+08, -9.949856916089585E+07, -3.217395553619435E+08,
2454166.295138889, A.D. 2007-Mar-06 19:05:00.0000,  1.225981210835653E+08, -9.746293300577655E+07, -3.207277317979819E+08,
2454167.295138889, A.D. 2007-Mar-07 19:05:00.0000,  1.249457432042461E+08, -9.541442420583081E+07, -3.197068215289382E+08,
2454168.295138889, A.D. 2007-Mar-08 19:05:00.0000,  1.272503678250202E+08, -9.335373951737845E+07, -3.186767648243313E+08,
2454169.295138889, A.D. 2007-Mar-09 19:05:00.0000,  1.295117762757587E+08, -9.128158103719652E+07, -3.176375021705160E+08,
2454170.295138889, A.D. 2007-Mar-10 19:05:00.0000,  1.317297558236312E+08, -8.919865690444322E+07, -3.165889744178049E+08,
2454171.295138889, A.D. 2007-Mar-11 19:05:00.0000,  1.339041000585148E+08, -8.710568206265146E+07, -3.155311229135609E+08,
2454172.295138889, A.D. 2007-Mar-12 19:05:00.0000,  1.360346091636402E+08, -8.500337920622122E+07, -3.144638894487655E+08,
2454173.295138889, A.D. 2007-Mar-13 19:05:00.0000,  1.381210904947464E+08, -8.289248021743177E+07, -3.133872165737054E+08,
2454174.295138889, A.D. 2007-Mar-14 19:05:00.0000,  1.401633595321381E+08, -8.077372795730013E+07, -3.123010476142668E+08,
2454175.295138889, A.D. 2007-Mar-15 19:05:00.0000,  1.421612418439963E+08, -7.864787839389366E+07, -3.112053268436242E+08,
2454176.295138889, A.D. 2007-Mar-16 19:05:00.0000,  1.441145765986377E+08, -7.651570263818583E+07, -3.100999999760588E+08,
2454177.295138889, A.D. 2007-Mar-17 19:05:00.0000,  1.460232211956483E+08, -7.437798767526504E+07, -3.089850135589486E+08,
2454178.295138889, A.D. 2007-Mar-18 19:05:00.0000,  1.478870574961393E+08, -7.223553525818235E+07, -3.078603152635103E+08,
2454179.295138889, A.D. 2007-Mar-19 19:05:00.0000,  1.497059975139033E+08, -7.008915764701290E+07, -3.067258530363157E+08,
2454180.295138889, A.D. 2007-Mar-20 19:05:00.0000,  1.514799876005654E+08, -6.793967077562246E+07, -3.055815749542369E+08,
2454181.295138889, A.D. 2007-Mar-21 19:05:00.0000,  1.532090086618602E+08, -6.578788571271639E+07, -3.044274278494958E+08,
2454182.295138889, A.D. 2007-Mar-22 19:05:00.0000,  1.548930731219657E+08, -6.363460102214327E+07, -3.032633570187413E+08,
2454183.295138889, A.D. 2007-Mar-23 19:05:00.0000,  1.565322191191665E+08, -6.148059748579126E+07, -3.020893058550022E+08,
